,California,Florida,Kansas,Virginia,Texas,North Carolina,New York,Arizona,New Jersey,Michigan,Massachusetts,Georgia,Tennessee,Hawaii,Illinois,Nevada,Montana,Colorado,Missouri,Minnesota,Oregon,Utah,the District of Columbia,Washington,New Hampshire,Pennsylvania,Alabama,Idaho,Wisconsin,Vermont,South Carolina,Rhode Island,Indiana,Nebraska,Alaska,Connecticut,Wyoming,Ohio,West Virginia,Arkansas,Kentucky,Maryland,Delaware,New Mexico,Maine,Oklahoma,Mississippi,Iowa,South Dakota,Louisiana,North Dakota
2010-04-01,335004.0,159785.0,126519.0,242521.0,141700.0,165610.0,251982.0,161895.0,327569.0,104316.0,326312.0,146692.0,141506.0,478599.0,186783.0,158561.0,212576.0,238796.0,134877.0,187362.0,241931.0,222746.0,422550.0,261644.0,225329.0,172650.0,127497.0,167641.0,157527.0,228172.0,159062.0,250245.0,119721.0,132168.0,243475.0,271769.0,200696.0,121360.0,90722.0,107559.0,115969.0,280069.0,243230.0,181425.0,192287.0,108309.0,110704.0,123435.0,155224.0,155435.0,166165.0
2010-05-01,336600.0,159230.0,126726.0,242846.0,141938.0,165586.0,252365.0,161155.0,327152.0,104550.0,326913.0,146507.0,141599.0,478826.0,186219.0,157274.0,212904.0,238289.0,135093.0,187828.0,241088.0,222334.0,427305.0,262027.0,224900.0,172891.0,126999.0,166965.0,157663.0,228294.0,159039.0,249617.0,119753.0,132412.0,244175.0,272415.0,201010.0,121360.0,90986.0,107639.0,116131.0,280375.0,242996.0,180933.0,193192.0,108611.0,110494.0,123568.0,155532.0,155615.0,166176.0
2010-06-01,335879.0,158374.0,126748.0,242641.0,141910.0,165399.0,252934.0,160225.0,326515.0,104795.0,327454.0,146150.0,141523.0,481792.0,186847.0,156897.0,212808.0,237442.0,134870.0,187574.0,239770.0,221307.0,431491.0,261515.0,224563.0,172824.0,126533.0,165412.0,157393.0,228282.0,158844.0,249236.0,119801.0,132414.0,244376.0,272860.0,201237.0,121308.0,91240.0,107600.0,116073.0,280103.0,242751.0,179712.0,192725.0,108675.0,110295.0,123469.0,155684.0,155762.0,166464.0
2010-07-01,334160.0,157219.0,126508.0,241659.0,141515.0,164833.0,253167.0,157769.0,325422.0,104603.0,326928.0,145210.0,141306.0,483024.0,184839.0,156265.0,212601.0,236371.0,134345.0,186975.0,238243.0,219603.0,432959.0,259606.0,224544.0,172417.0,125882.0,163458.0,156834.0,228647.0,158348.0,249119.0,119656.0,131505.0,244552.0,272229.0,201083.0,120985.0,91412.0,107360.0,115922.0,279038.0,242292.0,178577.0,191504.0,108462.0,109958.0,123272.0,155746.0,155692.0,167124.0
2010-08-01,331707.0,155816.0,125966.0,240484.0,140887.0,164130.0,252871.0,156024.0,323812.0,104153.0,326013.0,143994.0,140951.0,484441.0,183691.0,155398.0,212137.0,235227.0,133618.0,185589.0,236465.0,217442.0,433177.0,256942.0,224607.0,171797.0,125201.0,161563.0,155694.0,229010.0,157750.0,248834.0,119388.0,130504.0,244764.0,271206.0,200750.0,120556.0,91652.0,107105.0,115727.0,276898.0,241054.0,177413.0,190299.0,108191.0,109546.0,122994.0,155782.0,155481.0,167782.0
2010-09-01,329564.0,154344.0,125300.0,239377.0,140232.0,163374.0,252129.0,153663.0,321714.0,103363.0,323958.0,142369.0,140506.0,484705.0,181512.0,153903.0,211803.0,234065.0,132778.0,183778.0,234118.0,215851.0,431242.0,254534.0,224882.0,170925.0,124623.0,159619.0,154212.0,229116.0,157003.0,247526.0,118878.0,129502.0,244732.0,269665.0,200365.0,120000.0,91276.0,106657.0,115571.0,274574.0,239669.0,176355.0,189549.0,107868.0,109033.0,122657.0,155677.0,155304.0,168619.0
2010-10-01,327227.0,152824.0,124831.0,238469.0,139612.0,162664.0,250969.0,152181.0,319351.0,102573.0,322008.0,140983.0,139978.0,485062.0,180095.0,152665.0,211338.0,233027.0,131854.0,181859.0,231873.0,214312.0,429569.0,251880.0,224443.0,169962.0,124173.0,157723.0,152775.0,229279.0,156228.0,245862.0,118338.0,128675.0,244407.0,267372.0,200198.0,119388.0,90788.0,106247.0,115398.0,272481.0,237708.0,174613.0,188678.0,107436.0,108522.0,122244.0,155623.0,155157.0,169055.0
2010-11-01,325309.0,151298.0,124419.0,237513.0,138978.0,161923.0,249923.0,150281.0,317186.0,101627.0,320283.0,139461.0,139444.0,487058.0,177779.0,152071.0,210518.0,232075.0,130907.0,180226.0,229886.0,212508.0,426493.0,249433.0,223435.0,168928.0,123564.0,155690.0,151438.0,229410.0,155460.0,244245.0,117737.0,127907.0,243683.0,264663.0,199829.0,118638.0,90190.0,105701.0,115015.0,270397.0,235906.0,172827.0,187693.0,106795.0,108149.0,121861.0,155552.0,154898.0,169343.0
2010-12-01,324126.0,149879.0,124003.0,236840.0,138467.0,161218.0,248875.0,148607.0,315244.0,100783.0,319668.0,138118.0,138856.0,487730.0,175746.0,151292.0,209454.0,231147.0,130020.0,178253.0,227949.0,210203.0,426246.0,247024.0,222314.0,168007.0,122843.0,153913.0,150363.0,229681.0,154553.0,243374.0,117281.0,127444.0,243389.0,262209.0,199556.0,117816.0,90035.0,105230.0,114554.0,268314.0,234387.0,171302.0,186504.0,106335.0,108048.0,121466.0,155518.0,154270.0,169430.0
2011-01-01,323164.0,148417.0,123579.0,236231.0,138013.0,160467.0,248255.0,146655.0,313735.0,99850.0,318934.0,136723.0,138162.0,488641.0,173952.0,149704.0,208255.0,230410.0,129245.0,176497.0,226105.0,208206.0,424832.0,245068.0,221489.0,167233.0,122107.0,152309.0,149335.0,229451.0,153534.0,242534.0,116840.0,127275.0,243049.0,261157.0,199420.0,117076.0,89900.0,104830.0,113937.0,266467.0,233065.0,171121.0,186468.0,106045.0,108060.0,121186.0,155433.0,153232.0,169450.0
2011-02-01,322122.0,147068.0,123259.0,235578.0,137549.0,159790.0,247744.0,144865.0,312198.0,99127.0,317657.0,135672.0,137584.0,488047.0,172562.0,147654.0,206916.0,229710.0,128583.0,174594.0,224095.0,206388.0,424693.0,243577.0,221466.0,166624.0,121524.0,150683.0,148271.0,229218.0,152366.0,242050.0,116445.0,127249.0,242607.0,260710.0,199481.0,116382.0,89773.0,104557.0,113386.0,265640.0,231915.0,171067.0,186911.0,105897.0,108002.0,120860.0,155171.0,152231.0,169549.0
2011-03-01,320281.0,145645.0,122839.0,234774.0,137134.0,159074.0,247462.0,143570.0,310562.0,98473.0,315843.0,134533.0,137030.0,488051.0,171599.0,145532.0,205820.0,229034.0,127804.0,173432.0,221899.0,205279.0,423647.0,241689.0,221016.0,166172.0,121162.0,149578.0,147328.0,228868.0,151537.0,240955.0,116119.0,127171.0,241777.0,259649.0,199565.0,115884.0,89535.0,104395.0,112902.0,265410.0,230407.0,171128.0,187558.0,105629.0,107865.0,120527.0,154982.0,151387.0,169865.0
2011-04-01,318513.0,144313.0,122355.0,234077.0,136753.0,158293.0,246929.0,141833.0,308582.0,97877.0,314493.0,133183.0,136684.0,485588.0,170217.0,143522.0,205261.0,228295.0,127023.0,172014.0,219815.0,204071.0,423751.0,239641.0,220513.0,165610.0,120843.0,148015.0,146346.0,228839.0,150711.0,239592.0,115831.0,126689.0,240817.0,258373.0,199497.0,115342.0,89384.0,104195.0,112568.0,264876.0,228879.0,170306.0,187302.0,105339.0,107662.0,120187.0,154643.0,150965.0,170320.0
2011-05-01,315580.0,142966.0,122082.0,233375.0,136462.0,157562.0,246402.0,140264.0,306377.0,97357.0,313360.0,131509.0,136263.0,483312.0,169430.0,142264.0,204966.0,227238.0,126261.0,170659.0,218132.0,203242.0,423488.0,236479.0,219325.0,164961.0,120604.0,146755.0,145491.0,228488.0,149967.0,237540.0,115540.0,126481.0,240274.0,256767.0,199150.0,114854.0,89270.0,103894.0,112288.0,263663.0,227066.0,169215.0,186884.0,105035.0,107561.0,119878.0,154466.0,150630.0,170249.0
2011-06-01,313764.0,141813.0,121888.0,232741.0,136093.0,156914.0,245557.0,138472.0,304076.0,96841.0,312680.0,130009.0,135919.0,480359.0,168139.0,140580.0,204790.0,226399.0,125670.0,169254.0,217082.0,202159.0,423324.0,234151.0,218359.0,164112.0,120309.0,145910.0,144741.0,228290.0,149229.0,236060.0,115281.0,126319.0,240231.0,255894.0,198401.0,114387.0,89362.0,103668.0,112011.0,262319.0,225549.0,167947.0,186657.0,104816.0,107381.0,119648.0,154496.0,150495.0,169654.0
2011-07-01,312089.0,140747.0,121711.0,232038.0,135948.0,156355.0,244836.0,137495.0,301631.0,96530.0,311864.0,128851.0,135547.0,478472.0,167639.0,139557.0,204361.0,225571.0,125200.0,168083.0,216218.0,201457.0,423711.0,231945.0,217003.0,163336.0,119991.0,145836.0,143961.0,228038.0,148720.0,234326.0,115171.0,126402.0,240359.0,254456.0,197908.0,114112.0,89392.0,103547.0,111767.0,260682.0,224489.0,167280.0,186622.0,104800.0,107444.0,119501.0,154575.0,150389.0,169086.0
2011-08-01,310075.0,139980.0,121395.0,231515.0,135823.0,155748.0,244132.0,136910.0,299595.0,96417.0,310994.0,128141.0,135244.0,476082.0,166464.0,137681.0,204345.0,225195.0,124666.0,167265.0,215348.0,201187.0,422941.0,230434.0,216134.0,162734.0,119674.0,145710.0,143439.0,227799.0,148236.0,232956.0,115257.0,126454.0,240470.0,252743.0,197785.0,113892.0,89483.0,103534.0,111562.0,258999.0,223467.0,166798.0,186389.0,104890.0,107365.0,119418.0,154694.0,150308.0,169014.0
2011-09-01,307594.0,139413.0,121049.0,230825.0,135772.0,155242.0,243504.0,136586.0,297824.0,96395.0,309474.0,127674.0,134938.0,474009.0,165458.0,136853.0,204377.0,225006.0,124254.0,166465.0,214580.0,200407.0,422700.0,228544.0,215275.0,162332.0,119301.0,145481.0,143012.0,227513.0,147728.0,231370.0,115343.0,126358.0,240307.0,250653.0,198020.0,113618.0,89367.0,103541.0,111351.0,257153.0,222017.0,166490.0,185923.0,105055.0,107278.0,119402.0,154604.0,150110.0,169122.0
2011-10-01,305068.0,139152.0,120642.0,230143.0,135587.0,154604.0,242852.0,136595.0,296207.0,96327.0,307568.0,127279.0,134572.0,473120.0,163484.0,136087.0,204592.0,224902.0,123698.0,165664.0,213496.0,199658.0,421577.0,226778.0,214918.0,161966.0,118916.0,145399.0,142533.0,227352.0,147204.0,229808.0,115332.0,126408.0,240240.0,248538.0,197919.0,113251.0,89277.0,103588.0,111115.0,256036.0,220291.0,166080.0,185348.0,104875.0,106958.0,119381.0,154650.0,150017.0,169369.0
2011-11-01,304407.0,139031.0,120341.0,229622.0,135306.0,153996.0,242117.0,136529.0,294364.0,96117.0,305764.0,126873.0,134241.0,471360.0,162257.0,135600.0,204658.0,224932.0,123255.0,164740.0,212212.0,198830.0,421216.0,225156.0,214174.0,161564.0,118399.0,145389.0,142129.0,227682.0,146704.0,227725.0,115189.0,126405.0,240179.0,246945.0,198011.0,112862.0,89194.0,103581.0,111045.0,255341.0,219056.0,165646.0,184784.0,104639.0,106786.0,119434.0,154760.0,149845.0,169528.0
2011-12-01,303818.0,138981.0,120066.0,229488.0,135015.0,153415.0,241554.0,137362.0,292469.0,95879.0,304594.0,126064.0,133937.0,471853.0,160440.0,135023.0,204710.0,225020.0,122710.0,163809.0,210834.0,198902.0,419954.0,223858.0,213449.0,161174.0,118030.0,145408.0,141537.0,227889.0,146540.0,225962.0,114979.0,126295.0,240388.0,245388.0,198185.0,112512.0,89233.0,103525.0,110990.0,254729.0,217712.0,165220.0,184174.0,104371.0,106682.0,119508.0,154942.0,149500.0,169652.0
2012-01-01,303605.0,139045.0,119992.0,229527.0,134929.0,153009.0,241044.0,137902.0,291112.0,95695.0,303593.0,125491.0,133825.0,472319.0,159540.0,134865.0,204909.0,225410.0,122378.0,163156.0,209987.0,198883.0,420428.0,222994.0,212564.0,160848.0,117982.0,145342.0,141154.0,227957.0,146563.0,224955.0,114688.0,125882.0,241223.0,244168.0,198959.0,112060.0,89229.0,103499.0,110984.0,253889.0,216791.0,164909.0,183484.0,104283.0,106611.0,119490.0,155102.0,149235.0,169891.0
2012-02-01,303349.0,139151.0,120003.0,229875.0,135178.0,152749.0,240517.0,138868.0,290247.0,95588.0,302641.0,124962.0,133718.0,473531.0,157874.0,134589.0,205009.0,225944.0,122167.0,162892.0,209761.0,199215.0,419883.0,221866.0,211986.0,160611.0,118007.0,145725.0,140562.0,227858.0,146859.0,223866.0,114549.0,125407.0,241973.0,243057.0,199619.0,111626.0,89265.0,103547.0,111008.0,253404.0,215454.0,164664.0,182620.0,104310.0,106521.0,119476.0,155232.0,149037.0,170413.0
2012-03-01,303493.0,139465.0,120208.0,230295.0,135624.0,152644.0,240148.0,139412.0,289960.0,95926.0,302423.0,125178.0,133754.0,475436.0,157672.0,134257.0,205495.0,226547.0,122259.0,163340.0,210249.0,199589.0,421658.0,221537.0,211253.0,160513.0,118122.0,146509.0,140324.0,227656.0,146866.0,223020.0,114548.0,125439.0,243136.0,242268.0,200221.0,111376.0,89364.0,103750.0,111134.0,253499.0,215166.0,164379.0,182030.0,104388.0,106392.0,119496.0,155211.0,149274.0,171222.0
2012-04-01,304198.0,139856.0,120425.0,230664.0,136027.0,152780.0,240044.0,141298.0,289228.0,96345.0,302837.0,125399.0,133836.0,476590.0,157351.0,134047.0,205920.0,227253.0,122580.0,163995.0,211207.0,200561.0,421436.0,221528.0,210873.0,160542.0,117999.0,147957.0,140203.0,227587.0,146894.0,222242.0,114784.0,125818.0,243895.0,241535.0,200613.0,111337.0,89490.0,104056.0,111359.0,253931.0,214602.0,164141.0,182022.0,104649.0,106352.0,119628.0,155215.0,149624.0,172063.0
2012-05-01,305456.0,140329.0,120617.0,230963.0,136451.0,152792.0,240258.0,144012.0,288495.0,96984.0,303759.0,125781.0,133989.0,478090.0,157657.0,134433.0,206529.0,228331.0,122931.0,164695.0,212391.0,201947.0,422795.0,222539.0,211216.0,160623.0,117998.0,149423.0,140579.0,227425.0,146761.0,221726.0,115003.0,126361.0,244819.0,240693.0,201266.0,111318.0,89493.0,104474.0,111492.0,254268.0,214871.0,164267.0,182346.0,104993.0,106358.0,119826.0,155326.0,150029.0,173106.0
2012-06-01,307251.0,140827.0,120904.0,231095.0,136863.0,152657.0,240530.0,147072.0,287357.0,97637.0,304203.0,126188.0,134053.0,475983.0,157564.0,135829.0,206983.0,229683.0,123097.0,165471.0,213471.0,203289.0,425183.0,223813.0,211993.0,160574.0,117898.0,150752.0,140819.0,227448.0,146624.0,221265.0,115110.0,126751.0,244958.0,239302.0,202019.0,111263.0,89505.0,104810.0,111502.0,254456.0,214553.0,164334.0,183043.0,105283.0,106363.0,120022.0,155471.0,150300.0,174582.0
2012-07-01,309303.0,141487.0,121135.0,231287.0,137362.0,152480.0,240703.0,149876.0,286349.0,98480.0,304642.0,126717.0,134162.0,475718.0,156968.0,137295.0,207570.0,231270.0,123045.0,166332.0,214302.0,204295.0,430069.0,225279.0,213099.0,160396.0,117883.0,152185.0,141142.0,227518.0,146366.0,221005.0,115123.0,127147.0,244988.0,238004.0,202572.0,111246.0,89567.0,105014.0,111495.0,254700.0,214091.0,164466.0,183648.0,105499.0,106408.0,120262.0,155738.0,150333.0,175941.0
2012-08-01,311640.0,142284.0,121274.0,231323.0,137721.0,152482.0,240796.0,152612.0,285251.0,99215.0,304828.0,127061.0,134271.0,475319.0,156337.0,139320.0,208439.0,232444.0,122994.0,167282.0,215367.0,205188.0,435384.0,226655.0,213381.0,160192.0,117848.0,154117.0,141074.0,227629.0,146127.0,221085.0,115087.0,127396.0,244848.0,237053.0,202797.0,111289.0,89698.0,105184.0,111426.0,254902.0,212942.0,164385.0,184049.0,105661.0,106356.0,120405.0,156041.0,150424.0,177170.0
2012-09-01,314267.0,143259.0,121147.0,231591.0,137929.0,152470.0,240804.0,155772.0,284601.0,99781.0,304959.0,127160.0,134473.0,478444.0,155554.0,141138.0,209161.0,233752.0,123092.0,168313.0,216467.0,206592.0,440337.0,227872.0,213430.0,160002.0,117897.0,155928.0,141043.0,227609.0,146152.0,221082.0,115088.0,127802.0,245024.0,236403.0,203114.0,111335.0,89776.0,105416.0,111500.0,255221.0,211897.0,164732.0,184029.0,105683.0,106143.0,120613.0,156488.0,150460.0,178165.0
2012-10-01,317810.0,144399.0,121091.0,232269.0,138091.0,152491.0,240681.0,158531.0,284381.0,100398.0,305611.0,127321.0,134618.0,481220.0,155798.0,143050.0,209991.0,235013.0,123049.0,169582.0,217940.0,208372.0,445822.0,229309.0,213461.0,159883.0,117943.0,157591.0,140722.0,227326.0,146292.0,221202.0,115162.0,127921.0,245276.0,236178.0,203926.0,111339.0,89834.0,105630.0,111529.0,255570.0,210738.0,164760.0,184005.0,105593.0,105856.0,120932.0,156923.0,150508.0,179673.0
2012-11-01,321729.0,145589.0,121205.0,233408.0,138453.0,152518.0,240696.0,161262.0,284599.0,101021.0,307064.0,127895.0,134751.0,485718.0,156107.0,145142.0,210895.0,236502.0,123198.0,170943.0,218851.0,210215.0,451459.0,231091.0,213681.0,159804.0,118103.0,158597.0,140652.0,227041.0,146472.0,221958.0,115088.0,128344.0,245727.0,236257.0,204820.0,111295.0,89898.0,105855.0,111599.0,256349.0,209969.0,164977.0,184550.0,105601.0,105686.0,121297.0,157277.0,150392.0,181289.0
2012-12-01,327203.0,146963.0,121399.0,234405.0,138965.0,152594.0,240849.0,162874.0,284949.0,101570.0,309209.0,128667.0,134913.0,489080.0,156364.0,147406.0,211843.0,237914.0,123352.0,172250.0,220178.0,212118.0,457520.0,232984.0,214157.0,159846.0,118205.0,160005.0,140411.0,227048.0,146540.0,222698.0,115110.0,128769.0,245540.0,236966.0,205907.0,111271.0,89957.0,106082.0,111588.0,257261.0,209283.0,164599.0,185155.0,105788.0,105692.0,121674.0,157724.0,150232.0,183043.0
2013-01-01,332789.0,148532.0,121441.0,235523.0,139649.0,152760.0,241109.0,165029.0,285805.0,102176.0,310750.0,129719.0,135179.0,491668.0,156889.0,150219.0,212544.0,239630.0,123888.0,173526.0,221829.0,213983.0,458641.0,234582.0,214218.0,160007.0,118401.0,161722.0,140502.0,227340.0,146617.0,223246.0,115070.0,129827.0,246011.0,237960.0,206563.0,111298.0,90016.0,106407.0,111650.0,258571.0,209399.0,164352.0,185573.0,106107.0,105722.0,122133.0,158296.0,150179.0,184625.0
2013-02-01,339247.0,150261.0,121339.0,236488.0,140384.0,152992.0,241611.0,166431.0,286525.0,103091.0,313210.0,130822.0,135507.0,493091.0,157680.0,153326.0,213002.0,241591.0,124234.0,174594.0,224655.0,215982.0,458170.0,236404.0,214785.0,160275.0,118553.0,163396.0,140196.0,227720.0,146758.0,224092.0,115255.0,130861.0,246395.0,238630.0,207245.0,111427.0,90147.0,106686.0,111783.0,260039.0,209900.0,164108.0,185764.0,106322.0,105731.0,122656.0,158916.0,150380.0,186434.0
2013-03-01,345822.0,151950.0,121560.0,237642.0,141291.0,153441.0,242120.0,168432.0,287435.0,104335.0,315562.0,132024.0,135880.0,494838.0,158440.0,157157.0,213750.0,243751.0,124565.0,175782.0,227348.0,218209.0,457420.0,238554.0,215882.0,160626.0,118873.0,165653.0,140563.0,228043.0,147205.0,225086.0,115426.0,131559.0,247506.0,239463.0,207774.0,111573.0,90408.0,106853.0,112026.0,261815.0,210727.0,164564.0,186028.0,106567.0,105810.0,123007.0,159530.0,150835.0,188083.0
2013-04-01,352917.0,153526.0,121925.0,238470.0,142234.0,153898.0,243020.0,169954.0,287971.0,105654.0,318265.0,133077.0,136296.0,497657.0,159409.0,160416.0,214664.0,245491.0,124778.0,176872.0,230271.0,220956.0,462598.0,241053.0,217451.0,161089.0,119138.0,167326.0,141174.0,228118.0,147607.0,226451.0,115826.0,131931.0,248161.0,240825.0,208308.0,111875.0,90698.0,106946.0,112224.0,263584.0,211286.0,165138.0,186260.0,106897.0,105785.0,123197.0,160035.0,151187.0,189542.0
2013-05-01,360060.0,155290.0,122378.0,239126.0,143171.0,154415.0,243927.0,171880.0,288944.0,106970.0,320368.0,134222.0,136645.0,497687.0,160267.0,164378.0,215604.0,247062.0,125134.0,178642.0,233054.0,223427.0,470583.0,243676.0,218881.0,161560.0,119280.0,169405.0,142329.0,228030.0,148001.0,227982.0,116188.0,132085.0,248922.0,242588.0,208833.0,112327.0,90895.0,107012.0,112444.0,265454.0,211476.0,165947.0,186592.0,107136.0,105734.0,123378.0,160595.0,151449.0,190818.0
2013-06-01,367557.0,156996.0,122592.0,239662.0,144105.0,154876.0,244946.0,174461.0,290274.0,108327.0,322226.0,135453.0,137009.0,496960.0,161718.0,168747.0,216603.0,248523.0,125583.0,180314.0,235567.0,226291.0,477096.0,245957.0,220107.0,162050.0,119371.0,170890.0,143165.0,227880.0,148389.0,229400.0,116581.0,132484.0,250262.0,244263.0,209046.0,112930.0,91025.0,107117.0,112711.0,266955.0,211770.0,166632.0,187133.0,107390.0,105566.0,123665.0,161137.0,151800.0,192270.0
2013-07-01,374693.0,158960.0,122775.0,240342.0,145053.0,155338.0,245800.0,177539.0,291853.0,109805.0,324300.0,136726.0,137312.0,496880.0,162875.0,173883.0,217565.0,250344.0,125981.0,182147.0,237779.0,228866.0,482472.0,248329.0,221174.0,162483.0,119477.0,172542.0,143908.0,227761.0,148909.0,230305.0,116871.0,132768.0,251558.0,245135.0,209275.0,113488.0,91201.0,107237.0,113018.0,268334.0,212026.0,167177.0,187484.0,107657.0,105449.0,123886.0,161727.0,152290.0,193574.0
2013-08-01,381300.0,160987.0,122847.0,241147.0,145942.0,155803.0,246430.0,180024.0,293426.0,111251.0,326269.0,138100.0,137790.0,502619.0,164337.0,178184.0,218599.0,252258.0,126242.0,183685.0,239260.0,231413.0,486638.0,250448.0,222090.0,162766.0,119735.0,173762.0,144508.0,227653.0,149611.0,231401.0,117175.0,133059.0,252916.0,245811.0,209542.0,113930.0,91429.0,107393.0,113392.0,269392.0,213098.0,167984.0,187869.0,108023.0,105304.0,124034.0,162232.0,152790.0,194894.0
2013-09-01,387137.0,163225.0,122954.0,242124.0,146861.0,156209.0,246986.0,182077.0,294633.0,112603.0,328654.0,139507.0,138364.0,509258.0,165507.0,182076.0,219393.0,254050.0,126323.0,185152.0,240948.0,233438.0,490985.0,252540.0,222863.0,163004.0,119918.0,174648.0,145231.0,227386.0,150219.0,232620.0,117394.0,133186.0,253702.0,246535.0,209971.0,114200.0,91775.0,107532.0,113609.0,270832.0,214150.0,168083.0,187756.0,108388.0,105208.0,124155.0,162699.0,152988.0,196239.0
2013-10-01,392629.0,165353.0,123108.0,242849.0,147851.0,156681.0,247609.0,183672.0,295732.0,113723.0,330729.0,140935.0,139066.0,515895.0,167067.0,185513.0,220220.0,255671.0,126557.0,186480.0,242232.0,235113.0,495310.0,254216.0,223707.0,163127.0,120070.0,175491.0,145828.0,227113.0,150803.0,233947.0,117523.0,133378.0,254096.0,246994.0,210458.0,114517.0,92122.0,107663.0,113816.0,272311.0,215530.0,168537.0,187723.0,108496.0,105088.0,124261.0,163038.0,153131.0,197790.0
2013-11-01,398199.0,167423.0,123342.0,243652.0,148903.0,157100.0,248280.0,184445.0,296922.0,114775.0,332380.0,142204.0,139824.0,521286.0,167785.0,188691.0,221138.0,257233.0,126728.0,187555.0,244335.0,236402.0,499828.0,255557.0,224414.0,163346.0,120214.0,176235.0,146334.0,227004.0,151360.0,234741.0,117765.0,133529.0,254780.0,247445.0,211008.0,114820.0,92484.0,107699.0,113964.0,274229.0,216370.0,168633.0,187332.0,108566.0,104999.0,124339.0,163417.0,153371.0,199164.0
2013-12-01,403481.0,169387.0,123607.0,244402.0,149859.0,157681.0,248871.0,185893.0,297880.0,115871.0,333419.0,143537.0,140467.0,527405.0,168752.0,190892.0,221955.0,259048.0,126999.0,188535.0,246493.0,236978.0,504258.0,256973.0,225260.0,163515.0,120403.0,176835.0,146641.0,227029.0,151849.0,234928.0,118088.0,133707.0,255545.0,247418.0,211591.0,115076.0,92719.0,107650.0,114159.0,275556.0,217132.0,169833.0,187005.0,108595.0,105072.0,124524.0,163783.0,153678.0,200370.0
2014-01-01,408896.0,171187.0,123793.0,245473.0,150788.0,158210.0,249472.0,187661.0,298989.0,117079.0,334582.0,144725.0,141092.0,530894.0,169332.0,192847.0,222810.0,260675.0,127153.0,189795.0,248823.0,237709.0,508997.0,258743.0,225634.0,163763.0,120552.0,177201.0,146988.0,227102.0,152444.0,235881.0,118449.0,133637.0,256124.0,247383.0,212281.0,115039.0,92778.0,107686.0,114242.0,276789.0,218425.0,170757.0,186604.0,108908.0,105146.0,124791.0,164169.0,154081.0,201229.0
2014-02-01,413548.0,172732.0,123955.0,246205.0,151791.0,158825.0,250096.0,190234.0,299690.0,118211.0,335590.0,145868.0,141533.0,533577.0,170403.0,194739.0,223608.0,262449.0,127418.0,191467.0,250518.0,238379.0,514364.0,260772.0,226168.0,164044.0,120636.0,178079.0,147569.0,227190.0,152988.0,236467.0,118798.0,133913.0,256741.0,247599.0,212962.0,114945.0,92765.0,107864.0,114435.0,277932.0,219311.0,171494.0,186354.0,109265.0,105316.0,125210.0,164458.0,154457.0,202205.0
2014-03-01,416030.0,174038.0,123908.0,246835.0,152717.0,159281.0,250872.0,191000.0,301108.0,119214.0,337261.0,146844.0,141904.0,534691.0,170988.0,196183.0,224645.0,263869.0,127724.0,193590.0,251761.0,239579.0,520652.0,261928.0,226501.0,164341.0,120729.0,179095.0,148417.0,227190.0,153404.0,238212.0,119209.0,134519.0,257327.0,247529.0,213735.0,114870.0,92806.0,108183.0,114544.0,278753.0,220005.0,171644.0,186269.0,109635.0,105423.0,125784.0,164931.0,154898.0,202870.0
2014-04-01,416958.0,174985.0,123983.0,247113.0,153557.0,159652.0,251657.0,190831.0,302446.0,120147.0,338999.0,147816.0,142165.0,536636.0,171346.0,197126.0,225595.0,265319.0,128213.0,195388.0,252967.0,239995.0,525504.0,262891.0,227386.0,164553.0,120961.0,180148.0,149041.0,227373.0,153590.0,239661.0,119705.0,135627.0,257838.0,247434.0,214428.0,114990.0,92988.0,108470.0,114843.0,279743.0,220279.0,171730.0,187044.0,109889.0,105661.0,126452.0,165456.0,155291.0,203880.0
2014-05-01,417294.0,175898.0,124088.0,247357.0,154404.0,159912.0,252386.0,190710.0,303831.0,121104.0,340592.0,148726.0,142515.0,538896.0,171928.0,197619.0,226436.0,266743.0,128880.0,196577.0,253810.0,240463.0,528086.0,263523.0,228248.0,164719.0,121312.0,180834.0,149512.0,227491.0,153810.0,241243.0,120130.0,136411.0,257819.0,246883.0,215180.0,115236.0,93159.0,108691.0,115107.0,279848.0,221392.0,171797.0,188171.0,110211.0,105914.0,127044.0,166154.0,155337.0,204990.0
2014-06-01,417842.0,176635.0,124407.0,247572.0,155386.0,160092.0,253015.0,191031.0,304627.0,122154.0,341568.0,149532.0,142909.0,542596.0,172790.0,198288.0,227338.0,268212.0,129545.0,197053.0,255091.0,240668.0,529091.0,265182.0,229178.0,164963.0,121673.0,181375.0,149883.0,227827.0,154123.0,241985.0,120511.0,136946.0,257475.0,246725.0,215916.0,115580.0,93245.0,108825.0,115514.0,280009.0,222539.0,171405.0,189230.0,110462.0,106139.0,127426.0,166690.0,155261.0,206453.0
2014-07-01,418307.0,177481.0,124773.0,247813.0,156271.0,160236.0,253391.0,191156.0,304996.0,123006.0,342210.0,150322.0,143303.0,546192.0,173496.0,199485.0,228589.0,269776.0,130055.0,197126.0,256156.0,240751.0,531557.0,266444.0,229771.0,165200.0,121976.0,181464.0,150366.0,228067.0,154535.0,241600.0,120896.0,137268.0,257802.0,246402.0,216747.0,115929.0,93321.0,108865.0,115879.0,279711.0,223261.0,171072.0,189761.0,110757.0,106445.0,127667.0,167204.0,155185.0,207601.0
